a,NESSUS Plugin,Asuria Name,Qualis ID,Acunetix ID,Scuba ID,Paginas de ejemplo de XAMPP,Descripción,Solución,Workaround,Categoría,Efecto,Prioridad,CVSS,Plataforma,Subplataforma,CVE,Referencias,Exploit,Estado,Patrones,Revisada,Severidad,
,11712,,,,,OpenSSH < 3.6.2 Evasión de restricciones de seguridad mediante Reverse DNS Lookup,"De acuerdo al banner del servicio en el host remoto:

Hay una falla en OpenSSH 3.6.1 o inferior, que puede permitir a un atacante evitar el acceso a los controles establecidos por el administrador de este servidor.

OpenSSH dispone de un mecanismo de listas de control de acceso filtrando por nombre de usuario o dirección IP.

Sin embargo, hay un error en la forma en que OpenSSH hace consultas  DNS en la zona de  reversa.

Si un atacante configura su servidor DNS para enviar una dirección IP cuando se realiza una búsqueda inversa, puede ser capaz de evitar el control de acceso.","Actualizar a la versión más reciente de OpenSSH 3.6.2 o superior o en su caso aplicar los parches para la versión instalada.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.

Referencias: 
ftp://ftp.openbsd.org/pub/OpenBSD/OpenSSH
http://www.kb.cert.org/vuls/id/978316",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Linux,,CVE-2003-0386,"ftp://ftp.openbsd.org/pub/OpenBSD/OpenSSH
http://www.kb.cert.org/vuls/id/978316",,,,,,
,10439,,,,,OpenSSH < 2.1.1 elevación de privilegios mediante la variable local  UseLogin,"De acuerdo al banner del equipo, se encuentra ejecutando una versión de OpenSSH inferior a 2.1.1.  esta versión es vulnerable cuando la variable UseLogin esta activada y el demonio sshd no puede cambiar de uid del usuario que esta iniciando sesión, por lo tanto el demonio sshd falla al colocar el correcto id del usuario, y los comandos son ejecutados con los mismos privilegios del demonio sshd (usualmente privilegios de root).","Actualizar a la versión más reciente de OpenSSH 2.1.1 y verificar que la opción UseLogin no esté activada en el archivo de configuración sshd_config.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.2 (CVSS2#AV:L/AC:L/Au:N/C:C/I:C/A:C),Linux,,"CVE-2000-0525
",,,,,,,
,10954,,,,,OpenSSH Kerberos TGT/AFS Token Passing Desbordamiento de buffer,"Ejecución remota de código arbitrario a través del desbordamiento de buffer en esta versión de OpenSSH, si el proceso AFS  o KerberosTgtPassing o AFSTokenPassing se encuentra habilitado.

Versiones 2.9.9 son vulnerables a exploit remotos.  versiones 3.2.1 son vulnerables a exploit locales.","Actualizar a la versión más reciente.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Linux,,"CVE-2002-0575
",,,,,,,
,10802,,,,,OpenSSH < 3.0.2 Múltiples vulnerabilidades,"La versión de OpenSSH está afectada por múltiples vulnerabilidades.

- Si KerberosV está habilitado (deshabilitado por defecto), puede ser posible que un atacante se autentique parcialmente.

- Es posible detener el proceso de OpenSSH, debido a una carga excesiva de memoria por errores de compensación.

","Actualizar a la versión más reciente OpenSSH 3.0.2 o superior.
http://www.openbsd.org/errata30.html#sshd

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.
",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 6.8 (CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:P),Linux,,CVE-2001-1507,http://www.openbsd.org/errata30.html#sshd,,,,,,
,41028,,,,,"El agente de SNMP tiene configurada la comunidad ""public""","Es posible obtener el nombre de la comunidad por default: ""public"" esta configurada en el agente del protocolo SNMP. Un atacante remoto puede utilizar esta mala configuración para obtener información sensible del sistema afectado.","Cambiar el nombre de la comunidad a una personalizada por el administrador del servicio,  si es posible, configurar la versión 3 de SNMP, que incluye un mecanismo de cifrado para las respuestas del servicio.
Evaluar si el servicio no es necesario y en su defecto deshabilitarlo.",,Configuración por defecto,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Linux,,CVE-1999-0517,,,,,,,
,44921,,,,,PHP < 5.3.2 / 5.2.13 Múltiples vulnerabilidades,"De acuerdo con el banner de la versión de PHP instalada en el equipo remoto es menor a 5.3.2/5.2.13. Estas versiones pueden estar afectadas por varios problemas de seguridad:

- La ruta de directorios que no terminan con '/' no pueden ser correctamente validados dentro de la función ""tempnam () 'en el modo de configuración 'Safe_mode'.

- Es posible para evitar las restricciones de seguridad de open_basedir ""/ en modo safe_mode, 'debido a un error en la configuración sesión extendida.

- Una vulnerabilidad no especificada afecta a la entropía LCG","Actualizar a la versión más reciente provista por el fabricante.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.

",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 6.4 (CVSS2#AV:N/AC:L/Au:N/C:P/I:P/A:N),Linux,,CVE-2010-1128 CVE-2010-1129 CVE-2010-1130,"http://securityreason.com/achievement_securityalert/82
http://securityreason.com/securityalert/7008
http://archives.neohapsis.com/archives/fulldisclosure/2010-02/0209.html
http://www.php.net/releases/5_3_2.php
http://www.php.net/ChangeLog-5.php#5.3.2
http://www.php.net/releases/5_2_13.php
http://www.php.net/ChangeLog-5.php#5.2.13",,,,,,
,40887,,,,,MS09-050: Vulnerabilidad en Microsoft Windows SMB2 _Smb2ValidateProviderCallback()  (975497),"El sistema remoto se encuentra ejecutando una versión de Microsoft Windows Vista o Windows Server 2008 el cual contienen una vulnerabilidad en la implementación de SMBv2.

Un atacante podría explotar este flujo y deshabilitar el equipo remoto o incluso ejecutar código arbitrario. 

http://g-laurent.blogspot.com/2009/09/windows-vista7-smb20-negotiate-protocol.html","Microsoft ha publicado un parche de seguridad para  Windows Vista y Windows Server 2008 :
http://www.microsoft.com/technet/security/Bulletin/MS09-050.mspx
 ",,Falta actualización de Sistema Operativo,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Microsoft Windows,,CVE-2009-3103,http://www.microsoft.com/technet/security/Bulletin/MS09-050.mspx                    http://g-laurent.blogspot.com/2009/09/windows-vista7-smb20-negotiate-protocol.html ,,,,,,
,12067,,,,,Oracle  Denegación de Servicio en Múltiples Productos SOAP ,"De acuerdo a la versión, existe una denegación de servicio en el manejador de bases de datos Oracle. El fallo puede ser aprovechado cuando un usuario malicioso envía un mensaje especialmente diseñado en XML  Data Type Definitions (DTD's) de SOAP, haciendo que el motor de base datos se colapse.

http://otn.oracle.com/deploy/security/pdf/2004alert65.pdf","Actualizar a la versión más reciente provista por el fabricante:

http://metalink.oracle.com

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Oracle Database,,CVE-2004-2244,"http://otn.oracle.com/deploy/security/pdf/2004alert65.pdf
",,,,,,
,12047,,,,,Oracle Database 9i Desbordamiento de buffer en múltiples funciones locales,"La base de datos remota de Oracle, de acuerdo a la versión, es vulnerable as un desbordamiento de buffer (buffer overflow) en la consulta SET TIME_ZONE. Permitiendo a un usuario malicioso, obtener una shell de acceso al sistema operativo. 
http://www.ngssoftware.com/advisories/ora-time-zone/","Actualizar a la versión más reciente provista por el fabricante:

http://metalink.oracle.com

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Oracle Database,,"CVE-2003-1208
","http://www.ngssoftware.com/advisories/ora-time-zone/
",,,,,,
,14641,,,,,Oracle Database (Mar 2005) Múltiples vulnerabilidades remotas,"De acuerdo a la versión de la base de datos de Oracle, existen varias vulnerabilidades que permiten la ejecución remota de sentencias SQL con ciertos privilegios para ejecutar comandos de sistema en el equipo remoto.
http://www.oracle.com/technology/deploy/security/pdf/2004alert68.pdf","Aplicar los parches provistos por el fabricante.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Oracle Database,,"CVE-2004-0637 CVE-2004-0638 CVE-2004-1362 CVE-2004-1363 CVE-2004-1364 CVE-2004-1365 CVE-2004-1366 CVE-2004-1367 CVE-2004-1368 CVE-2004-1369 CVE-2004-1370 CVE-2004-1371
","http://www.oracle.com/technology/deploy/security/pdf/2004alert68.pdf
",,,,,,
,11563,,,,,Oracle Net Services Desbordamiento de buffer a través de la consulta CREATE DATABASE LINK,"La base de datos de Oracle, de acuerdo a la versión identificada, es vulnerable a un desbordamiento de buffer a través de una consulta del tipo CREATE DATABASE LINK, un usuario malicioso puede tomar el control de la base de datos o incluso obtener una shell del sistema.
http://otn.oracle.com/deploy/security/pdf/2003alert54.pdf
","Aplicar los parches provistos por el fabricante.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 8.5 (CVSS2#AV:N/AC:M/Au:S/C:C/I:C/A:C),Oracle Database,,CVE-2003-0222,"http://otn.oracle.com/deploy/security/pdf/2003alert54.pdf
",,,,,,
,10851,,,,,Oracle 9iAS Java Process Manager /oprocmgr-status Manipulación anónima de procesos,"Es posible obtener de forma anónima y remota un listado de los procesos en ejecución, así como la posibilidad de iniciarlos o detenerlos en Oracle 9iAS server.

De forma predeterminada se puede acceder a  /oprocmgr-status vía HTTP, permitiendo a un usuario malicioso obtener la lista de procesos.","Restringir el acceso a /oprocmgr-status en el archivo de configuración httpd.conf
",,Mala configuración,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Oracle 9iAS ,,CVE-2002-0563,,,,,,,
,11226,,,,,Obtención de información Sensible en archivo .jsp de Oracle 9iAS,"Oracle 9iAS permite a un atacante remoto obtener la ruta en disco del directorio bajo el cual se encuentra instalado el servidor, el fallo se aprovecha cuando se consultan páginas de tipo JSP no existentes en el portal de Oracle 9iAS.

http://otn.oracle.com/deploy/security/pdf/jspexecute_alert.pdf
http://www.kb.cert.org/vuls/id/278971
http://www.cert.org/advisories/CA-2002-08.html
http://www.nextgenss.com/papers/hpoas.pdf
","Asegurarse que las rutas virtuales de la URL son diferentes al directorio real del servicio. Además, no utilizar el directorio <servletzonepath> en ""ApJServMount"" <servletzonepath><servletzone> para almacenar información.

Actualizar a Oracle 9iAS 1.1.2.0.0 el cual soluciona algunos problemas.

Recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe ser documentado.",,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Oracle 9iAS ,,CVE-2001-1372,"http://otn.oracle.com/deploy/security/pdf/jspexecute_alert.pdf
http://www.kb.cert.org/vuls/id/278971
http://www.cert.org/advisories/CA-2002-08.html
http://www.nextgenss.com/papers/hpoas.pdf
",,,,,,
,11224,,,,,Exposición de credenciales de acceso en el archivo de  soapConfig.xml de Oracle 9iAS XSQLServlet,"El la versión Oracle 9iAS v.1.0.2.2.1 permite la exposición de información de credenciales de acceso del archivo soapConfig.xml.

http://www.nextgenss.com/papers/hpoas.pdf
http://otn.oracle.com/deploy/security/pdf/ojvm_alert.pdf
http://www.cert.org/advisories/CA-2002-08.html
http://www.kb.cert.org/vuls/id/476619","Modificar los permisos del archivo para que no sea mostrada la información en el navegador Web. 

NOTA: Si XSQLServlet está presente, puede saltar las restricciones de seguridad del sistema de archivos.",,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Oracle 9iAS,,CVE-2002-0568,"http://www.nextgenss.com/papers/hpoas.pdf
http://otn.oracle.com/deploy/security/pdf/ojvm_alert.pdf
http://www.cert.org/advisories/CA-2002-08.html
http://www.kb.cert.org/vuls/id/476619",,,,,,
,10848,,,,,Oracle 9iAS DMS / JPM  Acceso anónimo a páginas,Se puede acceder a información sensible mediante el Dynamic Monitoring Services.,Editar el archivo httpd.conf para restringir el acceso a  /dms0,,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Oracle 9iAS,,CVE-2002-0563,,,,,,,
,11227,,,,,Ejecución de código arbitrario en Oracle 9iAS Default SOAP Configuration,"A través de una instalación por defecto, es posible agregar o quitar servicios de Oracle 9iAS v.1.0.2.2. Los servicios de SOAP pueden ejecutar código arbitrario en Java.

http://www.oracle.com/technology/deploy/security/pdf/ias_soap_alert.pdf
http://www.cert.org/advisories/CA-2002-08.html
http://www.kb.cert.org/vuls/id/476619
http://www.nextgenss.com/papers/hpoas.pdf
","Deshabilitar SOAP o la utilidad de deploy/undeploy editando el archivo
$ORACLE_HOME/Apache/Jserver/etc/jserv.conf and removing/commenting
en las siguientes cuatro líneas:
ApJServGroup group2 1 1 $ORACLE_HOME/Apache/Jserv/etc/jservSoap.properties
ApJServMount /soap/servlet ajpv12://localhost:8200/soap
ApJServMount /dms2 ajpv12://localhost:8200/soap
ApJServGroupMount /soap/servlet balance://group2/soap

Note que el puerto debe ser diferente a 8200.
También puede tener la necesidad de cambiar el archivo:
$ORACLE_HOME/soap/werbapps/soap/WEB-INF/config/soapConfig.xml:
<osc:option name='autoDeploy' value='true' />
a
<osc:option name='autoDeploy' value='false' />",,Configuración por defecto,,Alta,Alta / CVSS Base Score : 7.5 (CVSS2#AV:N AC:L/Au:N/C:P I:P/A:P),Oracle 9iAS,,CVE-2001-1371,"http://www.oracle.com/technology/deploy/security/pdf/ias_soap_alert.pdf
http://www.cert.org/advisories/CA-2002-08.html
http://www.kb.cert.org/vuls/id/476619
http://www.nextgenss.com/papers/hpoas.pdf",,,,,,
,11223,,,,,Exposición de información de Directorios Remotos en  soapdocs de Oracle 9iAS,"Es posible acceder al directorio de documentación de Oracle 9iAS, que contiene los scripts de instalación de SOAP. Estos scrips pueden ser utilizados por un atacante para obterner información sensible de la aplicación instalada.

La versión Oracle 9iAS 1.0.2.2 no es vulnerable.

http://otn.oracle.com/deploy/security/pdf/ias_soap_alert.pdf
http://www.cert.org/advisories/CA-2002-08.html
http://www.nextgenss.com/papers/hpoas.pdf",Remover el alias de 'soapdocs'  del archivo de configuración  'http.conf'  de Oracle 9iAS .,,Configuración por defecto,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Oracle 9iAS,,,"http://otn.oracle.com/deploy/security/pdf/ias_soap_alert.pdf
http://www.cert.org/advisories/CA-2002-08.html
http://www.nextgenss.com/papers/hpoas.pdf",,,,,,
